book_id,tag_id,count,tag_name
93,7457,2886,classics
93,6953,911,childrens
93,11743,858,fiction
98,30574,1217,to-read
98,8717,606,currently-reading
98,23005,208,parenting
98,21773,118,nonfiction
98,3739,87,baby
98,21689,65,non-fiction
105,26837,1356,science-fiction
105,26771,1029,sci-fi
105,11743,439,fiction
105,8717,352,currently-reading
105,10007,317,dune
105,26894,266,scifi
105,22743,227,owned
105,11305,210,fantasy
105,9221,151,default
105,11557,144,favorites
105,27398,141,sf
106,11743,1080,fiction
106,11305,620,fantasy
106,26837,607,science-fiction
106,26894,573,scifi
106,22743,465,owned
106,10007,391,dune
106,11557,362,favorites
106,26785,294,sci-fi-fantasy
106,27398,274,sf
106,9221,242,default
112,26837,2762,science-fiction
112,26771,2136,sci-fi
112,11743,887,fiction
112,26894,484,scifi
112,11305,478,fantasy
112,22743,380,owned
112,10007,373,dune
112,11557,349,favorites
112,27398,253,sf
112,26785,248,sci-fi-fantasy
117,30574,12731,to-read
117,26837,1535,science-fiction
117,26771,1151,sci-fi
117,11743,501,fiction
117,8717,469,currently-reading
119,30574,2949,to-read
119,11305,89,fantasy
119,8717,73,currently-reading
122,30574,29584,to-read
122,8717,1345,currently-reading
122,11743,1102,fiction
122,11557,843,favorites
231,30574,5250,to-read
231,11743,536,fiction
231,8717,347,currently-reading
249,30574,449,to-read
249,11743,271,fiction
249,7457,226,classics
249,11557,118,favorites
249,22743,68,owned
249,22753,68,owned-books
250,30574,1592,to-read
250,11743,363,fiction
250,8717,236,currently-reading
250,7457,150,classics
250,11557,128,favorites
250,18367,82,literature
264,7457,2632,classics
264,11743,1053,fiction
264,11557,420,favorites
264,7404,391,classic
264,22743,256,owned
264,5207,243,books-i-own
264,18367,226,literature
275,30574,17593,to-read
275,11743,656,fiction
275,8717,503,currently-reading
291,30574,161,to-read
291,23831,63,poetry
291,22034,50,novels
291,18367,38,literature
291,7457,36,classics
291,23471,32,philosophy
291,2828,30,arabic
291,5207,25,books-i-own
291,26138,22,romance
291,33390,22,أدب
291,22753,20,owned-books
291,28384,20,spirituality
295,30574,108955,to-read
295,8717,16226,currently-reading
295,7457,8727,classics
295,11743,3299,fiction
304,7457,830,classics
304,8717,571,currently-reading
304,11743,349,fiction
304,30574,323,to-read
304,7404,122,classic
304,11557,114,favorites
304,509,112,19th-century
304,31859,90,victorian
304,240,86,1001-books
320,7457,5578,classics
320,30574,4805,to-read
320,22743,1207,owned
320,18367,1174,literature
320,7404,920,classic
320,22034,897,novels
320,5207,893,books-i-own
343,30574,107894,to-read
343,8717,4119,currently-reading
343,11557,3262,favorites
348,30574,937,to-read
348,26837,764,science-fiction
348,26771,475,sci-fi
348,11743,204,fiction
348,30464,163,time-travel
348,26894,133,scifi
348,11557,111,favorites
348,27398,107,sf
350,26837,4665,science-fiction
350,30574,4020,to-read
350,26771,3641,sci-fi
350,8717,3012,currently-reading
350,11743,2069,fiction
350,11557,1291,favorites
350,7457,914,classics
350,26894,846,scifi
353,30574,8265,to-read
353,26837,931,science-fiction
353,26771,544,sci-fi
353,8717,313,currently-reading
353,11743,252,fiction
355,30574,2841,to-read
355,26837,484,science-fiction
355,26771,326,sci-fi
355,11743,240,fiction
355,11305,217,fantasy
357,30574,8024,to-read
357,11743,1074,fiction
357,11305,1018,fantasy
357,26837,924,science-fiction
357,26771,762,sci-fi
357,11557,407,favorites
357,20939,377,mystery
359,30574,2651,to-read
359,26837,505,science-fiction
359,26771,422,sci-fi
359,11305,198,fantasy
359,22743,187,owned
359,15067,172,humour
359,21689,160,non-fiction
359,11743,155,fiction
359,8717,151,currently-reading
359,11557,140,favorites
360,30574,25198,to-read
360,26837,2434,science-fiction
360,26771,2060,sci-fi
360,11743,1318,fiction
360,15048,1162,humor
365,30574,3562,to-read
365,8717,868,currently-reading
365,26837,489,science-fiction
365,11743,452,fiction
365,26771,422,sci-fi
365,22743,368,owned
365,11305,344,fantasy
365,15048,295,humor
365,26894,268,scifi
378,30574,55030,to-read
378,11557,3461,favorites
378,11305,2880,fantasy
378,8717,1929,currently-reading
378,11743,1777,fiction
386,30574,565,to-read
386,19733,280,memoir
386,21689,182,non-fiction
386,21773,99,nonfiction
386,19742,78,memoirs
386,11557,61,favorites
386,11743,56,fiction
400,30574,5798,to-read
400,11743,407,fiction
400,8717,388,currently-reading
415,30574,24664,to-read
424,30574,4161,to-read
424,8717,1404,currently-reading
424,21773,482,nonfiction
424,21689,246,non-fiction
424,10891,188,essays
428,30574,445,to-read
428,7457,123,classics
428,22034,71,novels
428,240,57,1001-books
428,30521,56,to-buy
428,18367,52,literature
428,8055,50,contemporary
428,30445,50,time-100
431,30574,3213,to-read
431,11743,1071,fiction
431,11557,557,favorites
431,20939,301,mystery
431,8717,271,currently-reading
431,22743,188,owned
432,30574,5159,to-read
432,11743,261,fiction
432,8717,156,currently-reading
446,30574,6029,to-read
446,11743,406,fiction
446,8717,313,currently-reading
447,8717,314,currently-reading
447,11743,284,fiction
447,30574,141,to-read
447,240,91,1001-books
447,236,55,1001
447,2277,52,american
447,23131,47,paul-auster
447,22034,46,novels
447,18367,40,literature
449,30574,3880,to-read
449,11743,272,fiction
456,30574,484,to-read
456,11743,261,fiction
456,8717,167,currently-reading
456,11557,97,favorites
456,2277,42,american
456,18367,41,literature
456,23131,39,paul-auster
475,30574,52981,to-read
475,8717,2645,currently-reading
597,30574,14205,to-read
597,21689,416,non-fiction
599,30574,12293,to-read
599,8717,1358,currently-reading
599,21689,1229,non-fiction
599,21773,544,nonfiction
599,10891,473,essays
599,11557,470,favorites
621,30574,6392,to-read
621,8717,213,currently-reading
629,30574,15855,to-read
629,8717,10483,currently-reading
629,23471,2932,philosophy
629,11743,1374,fiction
629,21689,1196,non-fiction
629,11557,1020,favorites
647,30574,1602,to-read
647,21689,973,non-fiction
647,23931,417,politics
647,8717,368,currently-reading
647,21773,238,nonfiction
647,10245,209,economics
647,28052,122,sociology
647,5951,120,business
656,30574,271642,to-read
656,8717,24598,currently-reading
656,7457,7569,classics
662,30574,12653,to-read
662,11743,4365,fiction
662,7457,3165,classics
662,11557,2290,favorites
662,23471,1698,philosophy
665,30574,9753,to-read
665,23471,537,philosophy
665,8717,514,currently-reading
667,30574,7047,to-read
667,11743,1934,fiction
667,11557,922,favorites
667,23471,723,philosophy
667,10059,679,dystopia
667,10064,675,dystopian
667,26837,517,science-fiction
667,7457,439,classics
667,8717,424,currently-reading
668,30574,529,to-read
668,7457,291,classics
668,23471,231,philosophy
668,22743,107,owned
668,18367,87,literature
668,14487,86,historical-fiction
668,5207,64,books-i-own
668,3704,59,ayn-rand
668,7404,54,classic
676,30574,9349,to-read
676,23831,1355,poetry
698,30574,4108,to-read
698,11743,454,fiction
698,4949,161,book-club
698,8717,153,currently-reading
703,30574,7445,to-read
703,8717,633,currently-reading
703,11743,431,fiction
703,14487,371,historical-fiction
706,30574,36492,to-read
706,15048,1583,humor
706,21689,874,non-fiction
760,30574,19313,to-read
760,11743,812,fiction
760,8717,773,currently-reading
771,26816,2944,science
771,30574,2147,to-read
771,23569,741,physics
771,21773,484,nonfiction
771,11557,233,favorites
771,22743,206,owned
816,30574,48722,to-read
816,8717,4016,currently-reading
816,11743,1892,fiction
816,26837,1536,science-fiction
822,30574,2695,to-read
822,11743,495,fiction
822,14487,457,historical-fiction
822,8717,363,currently-reading
822,26837,214,science-fiction
822,11557,163,favorites
822,11305,162,fantasy
822,14467,145,historical
822,26771,142,sci-fi
823,30574,18802,to-read
823,8717,1961,currently-reading
823,11743,856,fiction
823,14487,806,historical-fiction
825,30574,4142,to-read
825,11743,369,fiction
825,26837,271,science-fiction
825,8717,267,currently-reading
825,26771,190,sci-fi
827,30574,5580,to-read
827,26837,1963,science-fiction
827,26771,1470,sci-fi
827,8717,1230,currently-reading
827,11743,1015,fiction
827,11557,682,favorites
827,8755,559,cyberpunk
827,26894,472,scifi
830,30574,4409,to-read
830,8717,3929,currently-reading
830,26837,3911,science-fiction
830,26771,3277,sci-fi
830,11743,2190,fiction
830,11557,1581,favorites
830,8755,1424,cyberpunk
830,26894,908,scifi
840,30574,16424,to-read
840,8717,2403,currently-reading
840,9318,615,design
865,30574,596234,to-read
865,8717,26269,currently-reading
870,30574,2960,to-read
870,11557,697,favorites
870,19052,381,manga
870,13561,311,graphic-novels
880,30574,5809,to-read
880,14487,1215,historical-fiction
880,11743,532,fiction
880,8717,354,currently-reading
880,14467,247,historical
890,7457,19214,classics
890,30574,12443,to-read
890,11743,9439,fiction
890,11557,5732,favorites
890,7404,3446,classic
890,26735,2042,school
890,18367,1688,literature
900,30574,7612,to-read
900,8717,751,currently-reading
900,21689,418,non-fiction
902,30574,53759,to-read
902,20939,2666,mystery
902,11557,1974,favorites
902,8717,1545,currently-reading
903,30574,8440,to-read
903,11743,280,fiction
903,33114,261,young-adult
930,30574,436097,to-read
952,30574,1252,to-read
952,23005,250,parenting
952,21689,98,non-fiction
952,8717,81,currently-reading
952,7077,61,christian
960,30574,26678,to-read
960,11743,9364,fiction
960,20939,5740,mystery
960,11557,5077,favorites
960,30358,4563,thriller
960,8865,1937,dan-brown
960,22743,1714,owned
960,5207,1712,books-i-own
968,11743,13725,fiction
968,8717,9968,currently-reading
968,11557,6024,favorites
968,30358,5358,thriller
968,30574,5231,to-read
968,5207,2283,books-i-own
968,22743,2235,owned
968,8865,2013,dan-brown
976,30574,18861,to-read
976,11743,3201,fiction
976,30358,2273,thriller
976,20939,1594,mystery
976,8865,1372,dan-brown
976,11557,859,favorites
998,30574,37679,to-read
998,8717,2198,currently-reading
1005,30574,816,to-read
1005,23334,376,personal-development
1005,11937,279,finance
1005,8717,234,currently-reading
1005,21773,153,nonfiction
1005,27089,147,self-development
1005,27095,101,self-help
1005,28904,101,success
1005,5951,99,business
1032,30574,2216,to-read
1032,8717,441,currently-reading
1032,5951,222,business
1032,21689,94,non-fiction
1032,4605,89,biography
1052,30574,41683,to-read
1052,8717,2144,currently-reading
1067,30574,114474,to-read
1067,14552,4413,history
1067,8717,3394,currently-reading
1078,30574,1413,to-read
1078,7009,694,china
1078,4949,421,book-club
1078,18367,349,literature
1078,22743,295,owned
1078,24609,294,pulitzer
1078,5207,287,books-i-own
1078,3216,252,asia
1078,22034,206,novels
1078,24624,195,pulitzer-prize
1097,30574,90506,to-read
1097,21689,3640,non-fiction
1103,30574,136892,to-read
1103,14487,3432,historical-fiction
1110,30574,3160,to-read
1110,16518,683,john-grisham
1110,30358,375,thriller
1110,20939,300,mystery
1110,8717,249,currently-reading
1110,13720,226,grisham
1110,9221,223,default
1110,22743,197,owned
1110,11743,191,fiction
1171,30574,13446,to-read
1171,8717,835,currently-reading
1191,30574,23024,to-read
1192,30574,36620,to-read
1202,30574,9160,to-read
1202,21773,2959,nonfiction
1202,26816,878,science
1202,8717,817,currently-reading
1202,21689,623,non-fiction
1202,24526,581,psychology
1202,22743,543,owned
1202,28052,513,sociology
1232,30574,190891,to-read
1232,8717,9749,currently-reading
1232,11557,6875,favorites
1241,30574,12142,to-read
1241,21689,717,non-fiction
1241,8717,570,currently-reading
1274,30574,79656,to-read
1274,8717,7709,currently-reading
1295,30574,7742,to-read
1295,8717,519,currently-reading
1295,14487,463,historical-fiction
1295,22743,336,owned
1295,27199,330,series
1295,11743,314,fiction
1301,30574,11060,to-read
1301,8717,1496,currently-reading
1301,21689,397,non-fiction
1301,28422,349,sports
1303,30574,27849,to-read
1303,8717,3416,currently-reading
1305,30574,8317,to-read
1305,8717,781,currently-reading
1305,11743,488,fiction
1305,14487,450,historical-fiction
1305,14552,269,history
1307,30574,896,to-read
1307,11305,251,fantasy
1307,22743,108,owned
1307,9221,90,default
1307,11743,87,fiction
1307,11557,83,favorites
1307,26785,52,sci-fi-fantasy
1307,8717,50,currently-reading
1307,10731,48,epic-fantasy
1319,30574,16377,to-read
1319,8717,1594,currently-reading
1319,32865,636,writing
1362,30574,4449,to-read
1362,14552,1900,history
1362,7457,911,classics
1362,21689,514,non-fiction
1362,8717,394,currently-reading
1371,30574,135881,to-read
1371,7457,8814,classics
1371,8717,6251,currently-reading
1375,7457,1055,classics
1375,11743,281,fiction
1375,23831,247,poetry
1375,11557,193,favorites
1375,7404,192,classic
1375,22743,158,owned
1375,21024,144,mythology
1375,5207,116,books-i-own
1375,18367,113,literature
1375,11305,91,fantasy
1381,30574,238730,to-read
1381,7457,14238,classics
1381,8717,6696,currently-reading
1420,30574,139322,to-read
1420,8717,14487,currently-reading
1420,7457,13787,classics
1420,23743,6984,plays
1420,11557,5203,favorites
1426,30574,2238,to-read
1426,8717,184,currently-reading
1426,23471,128,philosophy
1426,28384,97,spirituality
1427,30574,2915,to-read
1427,8717,630,currently-reading
1427,11557,297,favorites
1427,11743,146,fiction
1428,30574,23800,to-read
1428,8717,1489,currently-reading
1428,11743,644,fiction
1430,30574,37795,to-read
1430,8717,3255,currently-reading
1431,30574,2910,to-read
1431,22743,325,owned
1431,22034,233,novels
1431,21989,195,novel
1431,8717,160,currently-reading
1519,30574,14156,to-read
1519,7457,1077,classics
1519,23743,736,plays
1519,9886,435,drama
1524,30574,498,to-read
1524,7457,335,classics
1524,23743,270,plays
1524,9886,124,drama
1524,11743,59,fiction
1524,21024,54,mythology
1524,30208,52,theatre
1524,7404,47,classic
1524,13646,44,greek
1540,7457,1415,classics
1540,23743,869,plays
1540,8717,511,currently-reading
1540,9886,494,drama
1540,11743,355,fiction
1540,22743,250,owned
1540,11557,221,favorites
1540,5207,216,books-i-own
1540,26735,188,school
1540,18367,185,literature
1540,21024,180,mythology
1540,7404,170,classic
1554,9886,823,drama
1554,11743,716,fiction
1554,26735,609,school
1554,30574,544,to-read
1554,23727,352,play
1554,25114,318,read-for-school
1554,21024,318,mythology
1554,18367,273,literature
1554,14370,199,high-school
1554,13646,192,greek
1554,31103,159,tragedy
1591,7563,410,clàssics
1591,9886,283,drama
1591,11743,194,fiction
1591,7404,128,classic
1591,23727,127,play
1591,11557,124,favorites
1591,15048,103,humor
1591,13646,93,greek
1591,30208,72,theatre
1591,18367,68,literature
1591,26735,66,school
1617,30574,51054,to-read
1617,21689,5705,non-fiction
1617,8717,4704,currently-reading
1617,11557,3917,favorites
1617,7457,3905,classics
1617,14552,2936,history
1617,21773,2742,nonfiction
1618,30574,31674,to-read
1618,8717,1189,currently-reading
1618,11743,1099,fiction
1622,30574,94350,to-read
1622,7457,9438,classics
1622,8717,6231,currently-reading
1622,23743,5185,plays
1624,30574,7791,to-read
1624,8717,983,currently-reading
1624,21689,501,non-fiction
1624,19733,381,memoir
1624,4605,315,biography
1624,1746,310,africa
1625,30574,40397,to-read
1625,7457,4199,classics
1625,23743,2926,plays
1625,8717,1771,currently-reading
1625,27438,1555,shakespeare
1627,30574,10796,to-read
1627,11743,663,fiction
1627,27669,400,short-stories
1633,30574,8942,to-read
1633,8717,899,currently-reading
1635,30574,3882,to-read
1635,5951,463,business
1635,8717,248,currently-reading
1635,17780,115,leadership
1715,23831,1226,poetry
1715,21024,583,mythology
1715,11557,452,favorites
1715,11743,419,fiction
1715,30574,392,to-read
1715,7404,255,classic
1715,5207,217,books-i-own
1715,18367,208,literature
1823,30574,6698,to-read
1823,21689,637,non-fiction
1823,8717,342,currently-reading
1823,21773,218,nonfiction
1824,30574,7318,to-read
1824,21689,586,non-fiction
1842,30574,49043,to-read
1842,8717,4128,currently-reading
1842,14552,1703,history
1842,21689,1444,non-fiction
1845,30574,144278,to-read
1845,21689,6361,non-fiction
1845,8717,6049,currently-reading
1846,30574,26990,to-read
1846,8717,1178,currently-reading
1848,30574,30310,to-read
1848,8717,1505,currently-reading
1849,30574,1033,to-read
1849,11743,223,fiction
1849,8717,135,currently-reading
1849,21317,130,nelson-demille
1849,20939,106,mystery
1852,8717,7195,currently-reading
1852,7457,5666,classics
1852,11743,2967,fiction
1852,11557,1328,favorites
1852,7404,1081,classic
1852,1691,929,adventure
1852,33114,679,young-adult
1852,2580,674,animals
1869,30574,4248,to-read
1869,11557,327,favorites
1869,21689,312,non-fiction
1869,21773,216,nonfiction
1875,30574,1363,to-read
1875,21689,423,non-fiction
1875,30258,234,theory
1875,21773,177,nonfiction
1875,8717,175,currently-reading
1875,27387,129,sexuality
1875,28052,127,sociology
1885,7457,35772,classics
1885,11557,31163,favorites
1885,11743,11000,fiction
1885,26138,8756,romance
1885,7404,6542,classic
1885,5207,4333,books-i-own
1885,22743,3288,owned
1897,30574,2913,to-read
1897,21689,319,non-fiction
1897,8717,245,currently-reading
1897,1691,169,adventure
1897,20539,106,mountaineering
1897,21773,102,nonfiction
1898,30574,21613,to-read
1898,21689,1345,non-fiction
1898,8717,1309,currently-reading
1911,30574,55202,to-read
1911,8717,2537,currently-reading
1911,21689,1572,non-fiction
1934,30574,345105,to-read
1934,8717,27954,currently-reading
1934,7457,20533,classics
1953,30574,402942,to-read
1953,8717,33064,currently-reading
1953,7457,16170,classics
1990,7457,572,classics
1990,11743,245,fiction
1990,30574,182,to-read
1990,9468,122,dickens
1990,7404,98,classic
1990,240,83,1001-books
1990,6622,71,charles-dickens
1990,18367,63,literature
1990,22743,60,owned
1990,17213,56,kindle
2002,30574,5880,to-read
2002,11305,267,fantasy
2002,14017,188,harry-potter
2049,30574,4484,to-read
2049,20939,353,mystery
2049,11743,243,fiction
2049,8517,201,crime
2049,21672,184,noir
2049,8717,137,currently-reading
2050,30574,1130,to-read
2050,20939,685,mystery
2050,8717,310,currently-reading
2050,21672,285,noir
2050,11557,162,favorites
2050,7457,148,classics
2050,9336,107,detective
2050,22743,99,owned
2052,21672,627,noir
2052,30574,583,to-read
2052,11557,579,favorites
2052,240,191,1001-books
2052,7404,189,classic
2052,30358,184,thriller
2052,20994,180,mystery-thriller
2052,20926,170,mysteries
2052,8527,164,crime-fiction
2052,22034,163,novels
2054,30574,2695,to-read
2054,20939,707,mystery
2054,11743,575,fiction
2054,8717,433,currently-reading
2054,8517,325,crime
2054,11557,308,favorites
2054,7457,163,classics
2067,30574,15525,to-read
2067,23471,432,philosophy
2067,25647,432,religion
2068,30574,16024,to-read
2068,26816,552,science
2094,30574,2689,to-read
2094,21689,600,non-fiction
2094,8717,215,currently-reading
2094,21773,177,nonfiction
2094,26816,145,science
2095,30574,659,to-read
2095,23569,313,physics
2095,26816,290,science
2095,21689,185,non-fiction
2095,21773,178,nonfiction
2095,22743,92,owned
2095,3288,81,astronomy
2095,8717,79,currently-reading
2095,9221,64,default
2122,30574,127319,to-read
2122,8717,7909,currently-reading
2122,11743,3692,fiction
2137,30574,9957,to-read
2137,11743,403,fiction
2142,30574,1200,to-read
2142,8717,63,currently-reading
2142,7116,56,christian-fiction
2142,29076,49,suspense
2142,11743,45,fiction
2152,30574,30170,to-read
2152,11743,1165,fiction
2156,30574,220502,to-read
2156,7457,14048,classics
2156,8717,10402,currently-reading
2156,11557,5873,favorites
2159,30574,3889,to-read
2159,21689,693,non-fiction
2159,10245,422,economics
2159,23931,330,politics
2159,8717,290,currently-reading
2159,14552,210,history
2159,21773,171,nonfiction
2165,7457,10485,classics
2165,11743,6306,fiction
2165,8717,5831,currently-reading
2165,11557,2735,favorites
2165,7404,1875,classic
2165,18367,1216,literature
2175,30574,115746,to-read
2175,8717,8718,currently-reading
2175,7457,6900,classics
2183,30574,654,to-read
2183,11743,319,fiction
2183,12452,105,france
2183,509,90,19th-century
2183,7404,89,classic
2183,240,86,1001-books
2183,22743,79,owned
2183,7457,66,classics
2183,236,58,1001
2187,30574,299006,to-read
2187,8717,7904,currently-reading
2199,30574,141668,to-read
2199,8717,6008,currently-reading
2203,30574,172823,to-read
2255,30574,25400,to-read
2255,8717,791,currently-reading
2265,30574,867,to-read
2265,8759,122,cycling
2265,3611,111,autobiography
2265,28422,89,sports
2265,11557,73,favorites
2265,21689,70,non-fiction
2265,4605,65,biography
2265,28489,60,spórt
2265,19742,51,memoirs
2279,30574,10376,to-read
2279,8717,1204,currently-reading
2279,14552,299,history
2279,4605,299,biography
2368,30574,978,to-read
2368,4605,633,biography
2368,8717,574,currently-reading
2368,14552,569,history
2368,21689,295,non-fiction
2368,21773,127,nonfiction
2368,2305,121,american-history
2368,24246,92,presidents
2371,30574,3162,to-read
2371,14552,238,history
2371,21773,183,nonfiction
2371,21689,160,non-fiction
2371,8717,154,currently-reading
2371,2305,110,american-history
2372,30574,2217,to-read
2372,21689,343,non-fiction
2372,8717,225,currently-reading
2372,14552,188,history
2372,21773,123,nonfiction
2372,2305,87,american-history
2373,30574,53438,to-read
2430,30574,5811,to-read
2442,11305,3855,fantasy
2442,9565,1275,discworld
2442,15048,654,humor
2442,11743,642,fiction
2442,29568,523,terry-pratchett
2442,11557,440,favorites
2442,15067,385,humour
2442,8717,381,currently-reading
2442,24136,361,pratchett
2442,22743,296,owned
2493,30574,155806,to-read
2493,8717,8280,currently-reading
2493,7457,6362,classics
2493,26837,5287,science-fiction
2517,30574,27830,to-read
2517,8717,3191,currently-reading
2517,11743,893,fiction
2526,30574,90500,to-read
2526,8717,4498,currently-reading
2526,11743,2546,fiction
2526,11557,2239,favorites
2528,30574,2552,to-read
2528,8717,334,currently-reading
2528,11743,332,fiction
2528,11557,146,favorites
2530,30574,519,to-read
2530,11557,190,favorites
2530,11743,186,fiction
2530,14487,112,historical-fiction
2530,24012,99,portuguese
2530,7457,96,classics
2530,24009,72,portugal
2530,24019,60,portuguese-literature
2530,26138,56,romance
2547,30574,1991,to-read
2547,23831,1883,poetry
2547,11557,1639,favorites
2547,23471,1270,philosophy
2547,7457,1048,classics
2547,11743,655,fiction
2547,28384,529,spirituality
2547,25647,338,religion
2547,28341,316,spiritual
2547,21689,305,non-fiction
2612,30574,320295,to-read
2612,8717,9353,currently-reading
2615,30574,9759,to-read
2615,8717,715,currently-reading
2615,5951,575,business
2615,21689,276,non-fiction
2623,30574,227548,to-read
2623,8717,17320,currently-reading
2623,7457,15539,classics
2657,7457,31068,classics
2657,11557,30903,favorites
2657,30574,10108,to-read
2657,7404,6309,classic
2657,14487,4735,historical-fiction
2657,22743,3059,owned
2657,26735,2992,school
2666,30574,2854,to-read
2666,11743,1349,fiction
2666,11557,320,favorites
2666,7457,184,classics
2677,30574,469,to-read
2677,11743,125,fiction
2677,15048,66,humor
2677,26636,62,satire
2677,7404,61,classic
2677,21689,49,non-fiction
2677,18367,47,literature
2677,261,41,1001-import
2677,236,38,1001
2677,240,37,1001-books
2677,10891,37,essays
2696,23831,1615,poetry
2696,30574,1384,to-read
2696,7404,959,classic
2696,11557,463,favorites
2696,26735,414,school
2696,27669,337,short-stories
2696,14487,290,historical-fiction
2696,7423,253,classic-literature
2715,14552,1854,history
2715,21689,1632,non-fiction
2715,30574,1314,to-read
2715,21773,682,nonfiction
2715,12175,596,food
2715,26816,203,science
2743,30574,13402,to-read
2743,8717,1128,currently-reading
2743,21689,704,non-fiction
2744,30574,74770,to-read
2744,11305,6666,fantasy
2744,8717,3580,currently-reading
2744,11743,2301,fiction
2748,30574,3030,to-read
2748,11557,233,favorites
2748,11743,178,fiction
2767,30574,166850,to-read
2767,8717,11011,currently-reading
2767,14552,4610,history
2784,30574,3829,to-read
2784,8717,1193,currently-reading
2784,21689,640,non-fiction
2784,23471,229,philosophy
2784,11557,205,favorites
2784,21773,175,nonfiction
2784,2938,170,art
2794,30574,24108,to-read
2794,11743,1685,fiction
2794,11557,684,favorites
2839,30574,15173,to-read
2839,11557,2283,favorites
2839,33114,2245,young-adult
2839,11743,1980,fiction
2839,6953,1500,childrens
2839,8717,1438,currently-reading
2839,11305,1299,fantasy
2839,7457,1294,classics
2839,6857,932,children
2865,30574,177278,to-read
2865,14487,5028,historical-fiction
2872,30574,808,to-read
2872,14487,721,historical-fiction
2872,14467,163,historical
2872,8717,116,currently-reading
2872,11557,99,favorites
2873,30574,1503,to-read
2873,14487,762,historical-fiction
2873,11743,450,fiction
2873,14467,160,historical
2873,11557,153,favorites
2873,8717,127,currently-reading
2873,12452,98,france
2879,30574,1608,to-read
2879,19052,1201,manga
2879,4755,104,bleach
2880,30574,12177,to-read
2880,19052,3914,manga
2880,8717,467,currently-reading
2915,30574,3826,to-read
2915,8717,319,currently-reading
2915,33114,255,young-adult
2915,11743,233,fiction
2915,1691,162,adventure
2932,30574,72088,to-read
2932,7457,5907,classics
2932,8717,4566,currently-reading
2932,11743,2460,fiction
2956,8717,20158,currently-reading
2956,7457,17401,classics
2956,11743,7519,fiction
2956,7404,3227,classic
2956,11557,2615,favorites
2956,30574,1820,to-read
2978,8717,382,currently-reading
2978,30574,351,to-read
2978,7404,83,classic
2978,5207,45,books-i-own
2978,18367,43,literature
