book_id,authors,original_publication_year,original_title,language_code,tags,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,price,mood,badge,description,longDescription,pages,readTime,status,chapters,previewText,accentColor,views_7d,favorite_7d,purchases_7d,views_30d,favorite_30d,purchases_30d,total_ratings,average_rating
77203,Khaled Hosseini,2003.0,The Kite Runner ,eng,"['favorites', 'fiction', 'to-read', 'historical-fiction', 'books-i-own', 'owned', 'book-club']",34288,59980,226062,628174,929591,https://images.gr-assets.com/books/1484565687m/77203.jpg,https://images.gr-assets.com/books/1484565687s/77203.jpg,180000,['focused'],Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#7C3AED,12,0,0,65,0,2,1878095,4.26
13335037,Veronica Roth,2011.0,Divergent,eng,"['favorites', 'currently-reading', 'to-read', 'young-adult', 'dystopian', 'ya', 'fiction', 'books-i-own', 'fantasy', 'science-fiction']",36315,82870,310297,673028,1114304,https://images.gr-assets.com/books/1328559506m/13335037.jpg,https://images.gr-assets.com/books/1328559506s/13335037.jpg,180000,['adventurous'],Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#CA8A04,81,3,1,289,7,1,2216814,4.24
5470,"George Orwell, Erich Fromm, Celâl Üster",1949.0,Nineteen Eighty-Four,eng,"['fiction', 'science-fiction', 'sci-fi', 'dystopian', 'classic', 'currently-reading', 'books-i-own', 'literature', 'favourites']",41845,86425,324874,692021,908229,https://images.gr-assets.com/books/1348990566m/5470.jpg,https://images.gr-assets.com/books/1348990566s/5470.jpg,171000,"['adventurous', 'focused']",Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#D97706,120,5,2,463,9,9,2053394,4.14
7613,George Orwell,1945.0,Animal Farm: A Fairy Story,eng,"['classics', 'fiction', 'favorites', 'classic', 'dystopia', 'fantasy', 'literature', 'owned']",66854,135147,433432,698642,648912,https://images.gr-assets.com/books/1424037542m/7613.jpg,https://images.gr-assets.com/books/1424037542s/7613.jpg,105000,"['focused', 'adventurous']",Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#7C3AED,305,10,9,1191,27,28,1982987,3.87
48855,"Anne Frank, Eleanor Roosevelt, B.M. Mooyaart-Doubleday",1947.0,Het Achterhuis: Dagboekbrieven 14 juni 1942 - 1 augustus 1944,eng,"['non-fiction', 'classics', 'history', 'biography', 'to-read', 'nonfiction', 'memoir', 'young-adult', 'classic', 'historical']",45225,91270,355756,656870,875372,https://images.gr-assets.com/books/1358276407m/48855.jpg,https://images.gr-assets.com/books/1358276407s/48855.jpg,98000,"['curious', 'focused']",Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,ongoing,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#0EA5E9,150,7,1,598,17,2,2024493,4.1
2429135,"Stieg Larsson, Reg Keeland",2005.0,Män som hatar kvinnor,eng,"['to-read', 'currently-reading']",54835,86051,285413,667485,836050,https://images.gr-assets.com/books/1327868566m/2429135.jpg,https://images.gr-assets.com/books/1327868566s/2429135.jpg,180000,[],Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#F472B6,278,8,1,1118,28,7,1929834,4.11
6148028,Suzanne Collins,2009.0,Catching Fire,eng,"['young-adult', 'dystopia', 'fantasy', 'sci-fi', 'to-read', 'series', 'owned', 'romance', 'favourites', 'adventure']",10492,48030,262010,687238,980309,https://images.gr-assets.com/books/1358273780m/6148028.jpg,https://images.gr-assets.com/books/1358273780s/6148028.jpg,180000,"['adventurous', 'romantic']",Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,ongoing,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#10B981,144,7,0,589,27,4,1988079,4.3
5,"J.K. Rowling, Mary GrandPré, Rufus Beck",1999.0,Harry Potter and the Prisoner of Azkaban,eng,"['favorites', 'fantasy', 'currently-reading', 'young-adult', 'to-read', 'fiction', 'harry-potter', 'books-i-own', 'owned']",6716,20413,166129,509447,1266670,https://images.gr-assets.com/books/1499277281m/5.jpg,https://images.gr-assets.com/books/1499277281s/5.jpg,180000,['adventurous'],Editor's Choice,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#CA8A04,124,6,1,454,16,11,1969375,4.53
34,J.R.R. Tolkien,1954.0, The Fellowship of the Ring,eng,"['fantasy', 'to-read', 'classics', 'fiction', 'books-i-own']",38031,55862,202332,493922,1042394,https://images.gr-assets.com/books/1298411339m/34.jpg,https://images.gr-assets.com/books/1298411339s/34.jpg,136000,"['adventurous', 'focused']",Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#D97706,131,4,1,481,24,8,1832541,4.34
7260188,Suzanne Collins,2010.0,Mockingjay,eng,"['currently-reading', 'favorites', 'young-adult', 'dystopian', 'fiction', 'dystopia', 'ya', 'fantasy', 'science-fiction', 'books-i-own', 'to-read', 'sci-fi', 'series', 'owned']",30144,110498,373060,618271,738775,https://images.gr-assets.com/books/1358275419m/7260188.jpg,https://images.gr-assets.com/books/1358275419s/7260188.jpg,172000,['adventurous'],Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#4F46E5,263,11,1,995,37,15,1870748,4.03
2,"J.K. Rowling, Mary GrandPré",2003.0,Harry Potter and the Order of the Phoenix,eng,"['to-read', 'currently-reading', 'fantasy', 'favorites', 'children']",9528,31577,180210,494427,1124806,https://images.gr-assets.com/books/1387141547m/2.jpg,https://images.gr-assets.com/books/1387141547s/2.jpg,171000,['adventurous'],Editor's Choice,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#0284C7,298,17,2,1237,41,10,1840548,4.46
12232938,Alice Sebold,2002.0,The Lovely Bones,eng,"['to-read', 'fiction', 'favorites', 'mystery', 'books-i-own', 'currently-reading']",62777,131188,404699,583575,479323,https://images.gr-assets.com/books/1457810586m/12232938.jpg,https://images.gr-assets.com/books/1457810586s/12232938.jpg,155000,['curious'],Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#D97706,356,12,1,1270,45,4,1661562,3.77
15881,"J.K. Rowling, Mary GrandPré",1998.0,Harry Potter and the Chamber of Secrets,eng,"['fantasy', 'favorites', 'currently-reading', 'young-adult', 'fiction', 'harry-potter', 'books-i-own', 'owned', 'series']",8253,42251,242345,548266,1065084,https://images.gr-assets.com/books/1474169725m/15881.jpg,https://images.gr-assets.com/books/1474169725s/15881.jpg,180000,['adventurous'],Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#9CA3AF,79,2,2,322,8,5,1906199,4.37
6,"J.K. Rowling, Mary GrandPré",2000.0,Harry Potter and the Goblet of Fire,eng,"['fantasy', 'young-adult', 'fiction', 'harry-potter', 'owned', 'ya', 'series', 'favourites']",6676,20210,151785,494926,1195045,https://images.gr-assets.com/books/1361482611m/6.jpg,https://images.gr-assets.com/books/1361482611s/6.jpg,180000,['adventurous'],Editor's Choice,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#991B1B,79,1,0,276,8,2,1868642,4.53
136251,"J.K. Rowling, Mary GrandPré",2007.0,Harry Potter and the Deathly Hallows,eng,"['favorites', 'fantasy', 'young-adult', 'fiction', 'harry-potter', 'books-i-own', 'owned', 'ya', 'favourites', 'series']",9363,22245,113646,383914,1318227,https://images.gr-assets.com/books/1474171184m/136251.jpg,https://images.gr-assets.com/books/1474171184s/136251.jpg,180000,['adventurous'],Editor's Choice,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#0EA5E9,42,0,0,155,2,3,1847395,4.61
968,Dan Brown,2003.0,The Da Vinci Code,eng,"['fiction', 'currently-reading', 'favorites', 'thriller', 'to-read', 'books-i-own', 'owned', 'dan-brown']",71345,126493,340790,539277,479387,https://images.gr-assets.com/books/1303252999m/968.jpg,https://images.gr-assets.com/books/1303252999s/968.jpg,144000,['adventurous'],Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#D97706,171,2,4,745,7,14,1557292,3.79
1,"J.K. Rowling, Mary GrandPré",2005.0,Harry Potter and the Half-Blood Prince,eng,"['to-read', 'fantasy', 'favorites', 'currently-reading', 'young-adult', 'fiction']",7308,21516,136333,459028,1161491,https://images.gr-assets.com/books/1361039191m/1.jpg,https://images.gr-assets.com/books/1361039191s/1.jpg,180000,['adventurous'],Editor's Choice,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#991B1B,293,7,3,1091,37,14,1785676,4.54
7624,William Golding,1954.0,Lord of the Flies ,eng,"['classics', 'to-read', 'fiction', 'favorites', 'classic', 'young-adult', 'school']",92779,160295,425648,564916,427846,https://images.gr-assets.com/books/1327869409m/7624.jpg,https://images.gr-assets.com/books/1327869409s/7624.jpg,87000,['focused'],Original,Tóm tắt ngắn gọn về nội dung và thông điệp chính của cuốn sách để thu hút độc giả.,"Mô tả chi tiết về bối cảnh, tuyến nhân vật và cốt truyện của cuốn sách. Đây là nơi chứa đựng những thông tin sâu hơn, đánh giá từ giới chuyên môn giúp độc giả hiểu rõ giá trị của tác phẩm trước khi quyết định mua.",0,0,complete,0,"Trích đoạn chương mở đầu... ""Vào một ngày nọ, khi ánh sáng vừa hé rạng phía chân trời, câu chuyện của chúng ta chính thức bắt đầu với những tình tiết đầy bí ẩn và lôi cuốn...""",#F472B6,75,1,1,305,5,3,1671484,3.64
