book_id,authors,original_publication_year,original_title,language_code,tags,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
5,"J.K. Rowling, Mary GrandPré, Rufus Beck",1999.0,Harry Potter and the Prisoner of Azkaban,eng,"['favorites', 'fantasy', 'currently-reading', 'young-adult', 'to-read', 'fiction', 'harry-potter', 'books-i-own', 'owned']",6716,20413,166129,509447,1266670,https://images.gr-assets.com/books/1499277281m/5.jpg,https://images.gr-assets.com/books/1499277281s/5.jpg
34,J.R.R. Tolkien,1954.0, The Fellowship of the Ring,eng,"['fantasy', 'to-read', 'classics', 'fiction', 'books-i-own']",38031,55862,202332,493922,1042394,https://images.gr-assets.com/books/1298411339m/34.jpg,https://images.gr-assets.com/books/1298411339s/34.jpg
7260188,Suzanne Collins,2010.0,Mockingjay,eng,"['currently-reading', 'favorites', 'young-adult', 'dystopian', 'fiction', 'dystopia', 'ya', 'fantasy', 'science-fiction', 'books-i-own', 'to-read', 'sci-fi', 'series', 'owned']",30144,110498,373060,618271,738775,https://images.gr-assets.com/books/1358275419m/7260188.jpg,https://images.gr-assets.com/books/1358275419s/7260188.jpg
2,"J.K. Rowling, Mary GrandPré",2003.0,Harry Potter and the Order of the Phoenix,eng,"['to-read', 'currently-reading', 'fantasy', 'favorites', 'children']",9528,31577,180210,494427,1124806,https://images.gr-assets.com/books/1387141547m/2.jpg,https://images.gr-assets.com/books/1387141547s/2.jpg
12232938,Alice Sebold,2002.0,The Lovely Bones,eng,"['to-read', 'fiction', 'favorites', 'mystery', 'books-i-own', 'currently-reading']",62777,131188,404699,583575,479323,https://images.gr-assets.com/books/1457810586m/12232938.jpg,https://images.gr-assets.com/books/1457810586s/12232938.jpg
15881,"J.K. Rowling, Mary GrandPré",1998.0,Harry Potter and the Chamber of Secrets,eng,"['fantasy', 'favorites', 'currently-reading', 'young-adult', 'fiction', 'harry-potter', 'books-i-own', 'owned', 'series']",8253,42251,242345,548266,1065084,https://images.gr-assets.com/books/1474169725m/15881.jpg,https://images.gr-assets.com/books/1474169725s/15881.jpg
6,"J.K. Rowling, Mary GrandPré",2000.0,Harry Potter and the Goblet of Fire,eng,"['fantasy', 'young-adult', 'fiction', 'harry-potter', 'owned', 'ya', 'series', 'favourites']",6676,20210,151785,494926,1195045,https://images.gr-assets.com/books/1361482611m/6.jpg,https://images.gr-assets.com/books/1361482611s/6.jpg
136251,"J.K. Rowling, Mary GrandPré",2007.0,Harry Potter and the Deathly Hallows,eng,"['favorites', 'fantasy', 'young-adult', 'fiction', 'harry-potter', 'books-i-own', 'owned', 'ya', 'favourites', 'series']",9363,22245,113646,383914,1318227,https://images.gr-assets.com/books/1474171184m/136251.jpg,https://images.gr-assets.com/books/1474171184s/136251.jpg
968,Dan Brown,2003.0,The Da Vinci Code,eng,"['fiction', 'currently-reading', 'favorites', 'thriller', 'to-read', 'books-i-own', 'owned', 'dan-brown']",71345,126493,340790,539277,479387,https://images.gr-assets.com/books/1303252999m/968.jpg,https://images.gr-assets.com/books/1303252999s/968.jpg
1,"J.K. Rowling, Mary GrandPré",2005.0,Harry Potter and the Half-Blood Prince,eng,"['to-read', 'fantasy', 'favorites', 'currently-reading', 'young-adult', 'fiction']",7308,21516,136333,459028,1161491,https://images.gr-assets.com/books/1361039191m/1.jpg,https://images.gr-assets.com/books/1361039191s/1.jpg
7624,William Golding,1954.0,Lord of the Flies ,eng,"['classics', 'to-read', 'fiction', 'favorites', 'classic', 'young-adult', 'school']",92779,160295,425648,564916,427846,https://images.gr-assets.com/books/1327869409m/7624.jpg,https://images.gr-assets.com/books/1327869409s/7624.jpg
18135,"William Shakespeare, Robert           Jackson",1595.0,An Excellent conceited Tragedie of Romeo and Juliet,eng,"['to-read', 'classics', 'plays']",57980,153179,452673,519822,489235,https://images.gr-assets.com/books/1327872146m/18135.jpg,https://images.gr-assets.com/books/1327872146s/18135.jpg
8442457,Gillian Flynn,2012.0,Gone Girl,eng,"['to-read', 'favorites', 'mystery']",38874,80807,280331,616031,610476,https://images.gr-assets.com/books/1339602131m/8442457.jpg,https://images.gr-assets.com/books/1339602131s/8442457.jpg
4667024,Kathryn Stockett,2009.0,The Help,eng,"['to-read', 'currently-reading', 'favorites', 'fiction', 'historical-fiction', 'book-club']",10235,25117,134887,490754,942552,https://images.gr-assets.com/books/1346100365m/4667024.jpg,https://images.gr-assets.com/books/1346100365s/4667024.jpg
890,John Steinbeck,1937.0,Of Mice and Men ,eng,"['classics', 'to-read', 'fiction', 'favorites', 'classic', 'school', 'literature']",46630,110856,355169,532291,473795,https://images.gr-assets.com/books/1437235233m/890.jpg,https://images.gr-assets.com/books/1437235233s/890.jpg
930,Arthur Golden,1997.0,Memoirs of a Geisha,eng,['to-read'],23500,59033,258700,517157,559782,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
10818853,E.L. James,2011.0,Fifty Shades of Grey,eng,"['to-read', 'currently-reading', 'romance', 'book-club']",165455,152293,252185,294976,571909,https://images.gr-assets.com/books/1385207843m/10818853.jpg,https://images.gr-assets.com/books/1385207843s/10818853.jpg
865,"Paulo Coelho, Alan R. Clarke",1988.0,O Alquimista,eng,"['to-read', 'currently-reading']",74846,123614,289143,412180,504212,https://images.gr-assets.com/books/1483412266m/865.jpg,https://images.gr-assets.com/books/1483412266s/865.jpg
3636,Lois Lowry,1993.0,The Giver,eng,"['to-read', 'favorites', 'children', 'fiction']",26497,59652,225326,448691,585279,https://images.gr-assets.com/books/1342493368m/3636.jpg,https://images.gr-assets.com/books/1342493368s/3636.jpg
100915,C.S. Lewis,1950.0,"The Lion, the Witch and the Wardrobe",eng,"['fantasy', 'to-read', 'classics', 'favorites', 'fiction', 'young-adult', 'childrens', 'children', 'books-i-own']",19309,55542,262038,513366,734629,https://images.gr-assets.com/books/1353029077m/100915.jpg,https://images.gr-assets.com/books/1353029077s/100915.jpg
14050,Audrey Niffenegger,2003.0,The Time Traveler's Wife,eng,"['to-read', 'fiction', 'romance', 'fantasy', 'time-travel', 'books-i-own', 'sci-fi', 'owned', 'contemporary']",44339,85429,257805,427210,493884,https://images.gr-assets.com/books/1437728815m/14050.jpg,https://images.gr-assets.com/books/1437728815s/14050.jpg
13496,George R.R. Martin,1996.0,A Game of Thrones,eng,"['to-read', 'fiction', 'currently-reading', 'owned']",19988,28983,114092,404583,874574,https://images.gr-assets.com/books/1436732693m/13496.jpg,https://images.gr-assets.com/books/1436732693s/13496.jpg
19501,Elizabeth Gilbert,2006.0,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia",eng,"['to-read', 'non-fiction', 'memoir', 'travel', 'currently-reading', 'nonfiction', 'book-club', 'fiction', 'memoirs', 'books-i-own', 'biography', 'chick-lit']",100373,149549,310212,332191,314272,https://images.gr-assets.com/books/1503066414m/19501.jpg,https://images.gr-assets.com/books/1503066414s/19501.jpg
28187,Rick Riordan,2005.0,The Lightning Thief,eng,"['to-read', 'fantasy', 'favorites', 'currently-reading', 'young-adult', 'mythology', 'books-i-own', 'ya', 'fiction']",18303,48294,219638,435514,689365,https://images.gr-assets.com/books/1400602609m/28187.jpg,https://images.gr-assets.com/books/1400602609s/28187.jpg
1934,Louisa May Alcott,1868.0,Little Women,en-US,"['to-read', 'currently-reading', 'classics']",31645,70011,250794,426280,535563,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
10210,"Charlotte Brontë, Michael Mason",1847.0,Jane Eyre,eng,"['to-read', 'clàssics', 'literature', 'gothic', 'historical', 'favorites', '19th-century', 'kindle']",35132,64274,212294,400214,574221,https://images.gr-assets.com/books/1327867269m/10210.jpg,https://images.gr-assets.com/books/1327867269s/10210.jpg
15931,Nicholas Sparks,1996.0,The Notebook,eng,"['to-read', 'fiction', 'nicholas-sparks', 'currently-reading', 'chick-lit', 'books-i-own', 'romance']",41395,63432,176469,298259,497194,https://images.gr-assets.com/books/1385738917m/15931.jpg,https://images.gr-assets.com/books/1385738917s/15931.jpg
4214,Yann Martel,2001.0,Life of Pi,,"['to-read', 'fantasy', 'book-club', 'currently-reading', 'adventure', 'classics', 'contemporary']",39768,74331,218702,384164,360466,https://images.gr-assets.com/books/1320562005m/4214.jpg,https://images.gr-assets.com/books/1320562005s/4214.jpg
43641,Sara Gruen,2006.0,Water for Elephants,eng,"['to-read', 'currently-reading', 'fiction', 'favorites', 'historical-fiction']",16705,49832,200154,417328,424820,https://images.gr-assets.com/books/1494428973m/43641.jpg,https://images.gr-assets.com/books/1494428973s/43641.jpg
19063,Markus Zusak,2005.0,The Book Thief,eng,"['favorites', 'to-read', 'historical-fiction', 'fiction', 'young-adult', 'books-i-own', 'book-club', 'ya', 'currently-reading', 'historical', 'owned']",17892,35360,135272,377218,722056,https://images.gr-assets.com/books/1390053681m/19063.jpg,https://images.gr-assets.com/books/1390053681s/19063.jpg
4381,Ray Bradbury,1953.0,Fahrenheit 451,spa,"['to-read', 'classics', 'currently-reading', 'favorites', 'fiction', 'science-fiction', 'sci-fi', 'dystopia', 'dystopian', 'classic']",28366,64289,238242,426292,419051,https://images.gr-assets.com/books/1351643740m/4381.jpg,https://images.gr-assets.com/books/1351643740s/4381.jpg
49041,Stephenie Meyer,2006.0,"New Moon (Twilight, #2)",eng,"['to-read', 'young-adult', 'fantasy', 'romance', 'currently-reading', 'vampires', 'favorites', 'ya', 'fiction', 'books-i-own', 'paranormal']",102837,160660,294207,290612,350684,https://images.gr-assets.com/books/1361039440m/49041.jpg,https://images.gr-assets.com/books/1361039440s/49041.jpg
30119,Shel Silverstein,1974.0,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,eng,"['to-read', 'poetry', 'favorites', 'childrens', 'children', 'currently-reading', 'classics', 'children-s', 'children-s-books', 'fiction', 'childhood', 'kids']",16590,30792,139024,293222,544153,https://images.gr-assets.com/books/1168052448m/30119.jpg,https://images.gr-assets.com/books/1168052448s/30119.jpg
256683,Cassandra Clare,2007.0,City of Bones,eng,"['favorites', 'young-adult', 'to-read', 'paranormal', 'romance', 'urban-fantasy', 'series', 'owned', 'currently-reading', 'fiction', 'vampires']",34122,65349,203466,356048,582814,https://images.gr-assets.com/books/1432730315m/256683.jpg,https://images.gr-assets.com/books/1432730315s/256683.jpg
428263,Stephenie Meyer,2007.0,Eclipse,en-US,"['young-adult', 'fantasy', 'favorites', 'romance', 'vampires', 'currently-reading', 'to-read', 'ya', 'books-i-own', 'fiction', 'paranormal', 'series', 'owned', 'vampire']",83094,124293,260763,309358,399134,https://images.gr-assets.com/books/1361038355m/428263.jpg,https://images.gr-assets.com/books/1361038355s/428263.jpg
113436,Christopher Paolini,2002.0,Eragon,en-US,"['fantasy', 'to-read', 'favorites', 'young-adult', 'fiction', 'ya', 'dragons', 'books-i-own', 'owned']",50563,88536,240157,337943,408032,https://images.gr-assets.com/books/1366212852m/113436.jpg,https://images.gr-assets.com/books/1366212852s/113436.jpg
11,Douglas Adams,1979.0,The Hitchhiker's Guide to the Galaxy,en-US,"['to-read', 'currently-reading', 'science-fiction', 'favorites', 'sci-fi', 'fiction', 'humor', 'fantasy', 'classics']",21764,41962,145173,299579,498001,https://images.gr-assets.com/books/1327656754m/11.jpg,https://images.gr-assets.com/books/1327656754s/11.jpg
5129,Aldous Huxley,1932.0,Brave New World,eng,"['to-read', 'classics', 'fiction', 'favorites', 'science-fiction', 'sci-fi', 'dystopia', 'dystopian', 'classic']",26367,60328,219895,389379,383166,https://images.gr-assets.com/books/1487389574m/5129.jpg,https://images.gr-assets.com/books/1487389574s/5129.jpg
1162543,Stephenie Meyer,2008.0,Breaking Dawn,en-US,"['to-read', 'fantasy', 'default', 'young-adult', 'sci-fi-fantasy', 'my-library']",100994,114893,213402,267706,410714,https://images.gr-assets.com/books/1361039438m/1162543.jpg,https://images.gr-assets.com/books/1361039438s/1162543.jpg
37435,Sue Monk Kidd,2001.0,The Secret Life of Bees,en-US,"['to-read', 'fiction']",17500,45455,185631,347540,341267,https://images.gr-assets.com/books/1473454532m/37435.jpg,https://images.gr-assets.com/books/1473454532s/37435.jpg
2956,"Mark Twain, John Seelye, Guy Cardwell",1884.0,The Adventures of Huckleberry Finn,eng,"['currently-reading', 'classics', 'fiction', 'classic', 'favorites', 'to-read']",28467,76630,255722,344356,296316,https://images.gr-assets.com/books/1405973850m/2956.jpg,https://images.gr-assets.com/books/1405973850s/2956.jpg
24178,"E.B. White, Garth Williams, Rosemary Wells",1952.0,Charlotte's Web,eng,"['to-read', 'classics', 'childrens', 'fiction', 'children', 'favorites', 'children-s', 'children-s-books']",18450,41124,191415,346090,487763,https://images.gr-assets.com/books/1439632243m/24178.jpg,https://images.gr-assets.com/books/1439632243s/24178.jpg
1618,Mark Haddon,2003.0,The Curious Incident of the Dog in the Night-Time,eng,"['to-read', 'currently-reading', 'fiction']",21049,58117,218218,355925,262481,https://images.gr-assets.com/books/1479863624m/1618.jpg,https://images.gr-assets.com/books/1479863624s/1618.jpg
22557272,Paula Hawkins,2015.0,The Girl on the Train,eng,"['to-read', 'mystery', 'fiction', 'thriller', 'book-club', 'favorites', 'read-in-2015']",27773,73897,273817,488447,362551,https://images.gr-assets.com/books/1490903702m/22557272.jpg,https://images.gr-assets.com/books/1490903702s/22557272.jpg
119322,Philip Pullman,1995.0,Northern Lights,eng,"['to-read', 'fantasy', 'favorites']",38382,64591,198764,313147,380030,https://images.gr-assets.com/books/1451271747m/119322.jpg,https://images.gr-assets.com/books/1451271747s/119322.jpg
6185,"Emily Brontë, Richard J. Dunn",1847.0,Wuthering Heights,eng,"['classics', 'favorites', 'to-read', 'fiction', 'classic', 'romance', 'books-i-own', 'owned']",46469,84084,215320,309180,346082,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
10917,Jodi Picoult,2004.0,My Sister's Keeper,eng,"['to-read', 'fiction']",17547,42763,162573,314003,350994,https://images.gr-assets.com/books/1369504683m/10917.jpg,https://images.gr-assets.com/books/1369504683s/10917.jpg
4981,Kurt Vonnegut Jr.,1969.0,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ",eng,"['to-read', 'currently-reading']",24964,45518,152442,300948,367890,https://images.gr-assets.com/books/1440319389m/4981.jpg,https://images.gr-assets.com/books/1440319389s/4981.jpg
18405,Margaret Mitchell,1936.0,Gone with the Wind,eng,"['to-read', 'classics']",19996,33136,116160,234290,493721,https://images.gr-assets.com/books/1328025229m/18405.jpg,https://images.gr-assets.com/books/1328025229s/18405.jpg
128029,Khaled Hosseini,2007.0,A Thousand Splendid Suns,eng,"['to-read', 'favorites', 'fiction', 'historical-fiction', 'book-club', 'books-i-own']",6509,18015,99030,295817,446694,https://images.gr-assets.com/books/1345958969m/128029.jpg,https://images.gr-assets.com/books/1345958969s/128029.jpg
22628,Stephen Chbosky,1999.0,The Perks of Being a Wallflower,eng,"['favorites', 'to-read', 'fiction', 'ya', 'books-i-own', 'contemporary', 'favourites', 'owned']",14286,38658,143440,297501,461020,https://images.gr-assets.com/books/1167352178m/22628.jpg,https://images.gr-assets.com/books/1167352178s/22628.jpg
11735983,Veronica Roth,2012.0,Insurgent,eng,"['to-read', 'currently-reading', 'favorites', 'young-adult', 'dystopian', 'dystopia']",10641,44620,182131,339977,369969,https://images.gr-assets.com/books/1325667729m/11735983.jpg,https://images.gr-assets.com/books/1325667729s/11735983.jpg
375802,Orson Scott Card,1985.0,Ender's Game,eng,"['to-read', 'science-fiction', 'favorites', 'sci-fi', 'currently-reading']",15330,27612,103439,264207,462829,https://images.gr-assets.com/books/1408303130m/375802.jpg,https://images.gr-assets.com/books/1408303130s/375802.jpg
18490,"Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",1818.0,"Frankenstein; or, The Modern Prometheus",eng,"['classics', 'fiction', 'horror', 'favorites', 'to-read', 'sci-fi', 'books-i-own', 'owned', 'gothic', 'fantasy']",29366,74142,231022,300495,248538,https://images.gr-assets.com/books/1381512375m/18490.jpg,https://images.gr-assets.com/books/1381512375s/18490.jpg
11588,Stephen King,1977.0,The Shining,eng,"['fiction', 'owned', 'to-read', 'fantasy', 'king', 'mystery', 'supernatural', 'suspense']",18487,28981,123862,277393,382158,https://images.gr-assets.com/books/1353277730m/11588.jpg,https://images.gr-assets.com/books/1353277730s/11588.jpg
1656001,Stephenie Meyer,2008.0,The Host,en-US,"['to-read', 'sci-fi', 'science-fiction', 'fiction', 'dystopian', 'ya', 'dystopia', 'paranormal', 'aliens']",44215,62501,154906,227180,288758,https://images.gr-assets.com/books/1318009171m/1656001.jpg,https://images.gr-assets.com/books/1318009171s/1656001.jpg
99561,John Green,2005.0,Looking for Alaska,eng,"['favorites', 'young-adult', 'to-read', 'ya', 'books-i-own', 'fiction', 'contemporary', 'owned', 'romance']",16940,44232,147324,262932,359857,https://images.gr-assets.com/books/1394798630m/99561.jpg,https://images.gr-assets.com/books/1394798630s/99561.jpg
227443,Helen Fielding,1996.0,"Bridget Jones's Diary (Bridget Jones, #1)",eng,"['to-read', 'chick-lit', 'fiction', 'currently-reading', 'romance', 'favorites', 'humor']",28973,59309,198555,254836,212825,https://images.gr-assets.com/books/1292060045m/227443.jpg,https://images.gr-assets.com/books/1292060045s/227443.jpg
14935,"Jane Austen, Tony Tanner, Ros Ballaster",1811.0,Sense and Sensibility,eng,"['fiction', 'favorites', 'books-i-own', 'owned', 'historical-fiction', 'literature']",18430,34699,141987,272512,311754,https://images.gr-assets.com/books/1397245675m/14935.jpg,https://images.gr-assets.com/books/1397245675s/14935.jpg
38709,"Louis Sachar, Louis Sachar",1998.0,Holes,eng,"['to-read', 'young-adult', 'fiction', 'currently-reading', 'ya', 'childrens', 'books-i-own', 'childhood']",15495,43786,176946,269153,259257,https://images.gr-assets.com/books/1327781893m/38709.jpg,https://images.gr-assets.com/books/1327781893s/38709.jpg
5139,Lauren Weisberger,2003.0,The Devil Wears Prada,eng,['to-read'],24231,58323,192366,226675,178250,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1381,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",-720.0,Ὀδύσσεια,eng,"['to-read', 'classics', 'currently-reading']",29703,65629,183082,224120,208223,https://images.gr-assets.com/books/1390173285m/1381.jpg,https://images.gr-assets.com/books/1390173285s/1381.jpg
157993,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",1946.0,Le Petit Prince,eng,"['to-read', 'fantasy', 'childrens', 'children', 'classic', 'french', 'books-i-own', 'children-s', 'young-adult', 'philosophy', 'children-s-books']",15039,32866,114714,228440,468227,https://images.gr-assets.com/books/1367545443m/157993.jpg,https://images.gr-assets.com/books/1367545443s/157993.jpg
7445,Jeannette Walls,2005.0,The Glass Castle,eng,"['to-read', 'currently-reading']",7901,18922,85191,227750,298102,https://images.gr-assets.com/books/1400930557m/7445.jpg,https://images.gr-assets.com/books/1400930557s/7445.jpg
1845,Jon Krakauer,1996.0,Into the Wild,eng,"['to-read', 'non-fiction', 'currently-reading']",19229,35567,135199,248287,227095,https://images.gr-assets.com/books/1403173986m/1845.jpg,https://images.gr-assets.com/books/1403173986s/1845.jpg
1953,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",1859.0,A Tale of Two Cities,eng,"['to-read', 'currently-reading', 'classics']",28904,55555,153305,216378,223571,https://images.gr-assets.com/books/1344922523m/1953.jpg,https://images.gr-assets.com/books/1344922523s/1953.jpg
7677,Michael Crichton,1990.0,Jurassic Park,spa,"['to-read', 'science-fiction', 'fiction']",15736,34222,138327,231583,230615,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
370493,Shel Silverstein,1964.0,The Giving Tree,eng,['to-read'],15345,20408,76071,167542,428921,https://images.gr-assets.com/books/1174210942m/370493.jpg,https://images.gr-assets.com/books/1174210942s/370493.jpg
32542,John Grisham,1989.0,A Time to Kill,eng,"['to-read', 'fiction', 'currently-reading', 'mystery', 'thriller', 'john-grisham', 'favorites']",12106,25938,122675,218617,229488,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1617,"Elie Wiesel, Marion Wiesel",1958.0,Un di Velt Hot Geshvign,eng,"['to-read', 'non-fiction', 'currently-reading', 'favorites', 'classics', 'history', 'nonfiction']",7761,18539,90575,230227,360777,https://images.gr-assets.com/books/1473495285m/1617.jpg,https://images.gr-assets.com/books/1473495285s/1617.jpg
6442769,John Green,2008.0,Paper Towns,en-US,"['young-adult', 'john-green', 'to-read', 'owned-books', 'favourites', 'ya', 'books-i-own', 'contemporary', 'owned', 'fiction', 'my-books', 'favorites']",14105,47183,154479,223895,215609,https://images.gr-assets.com/books/1349013610m/6442769.jpg,https://images.gr-assets.com/books/1349013610s/6442769.jpg
21787,William Goldman,1973.0,The Princess Bride,en-US,"['favourites', 'to-buy', 'currently-reading', 'sci-fi-fantasy', 'ya', 'kindle', 'all-time-favorites', 'to-read', 'owned-books']",12883,21641,89236,196047,338235,https://images.gr-assets.com/books/1327903636m/21787.jpg,https://images.gr-assets.com/books/1327903636s/21787.jpg
231804,S.E. Hinton,1967.0,The Outsiders,en-US,"['to-read', 'favorites', 'fiction', 'ya', 'classics', 'school', 'currently-reading', 'classic', 'books-i-own']",10178,34346,134244,227250,274419,https://images.gr-assets.com/books/1442129426m/231804.jpg,https://images.gr-assets.com/books/1442129426s/231804.jpg
6186357,James Dashner,2009.0,The Maze Runner,eng,"['to-read', 'currently-reading']",15291,43370,150488,266698,302109,https://images.gr-assets.com/books/1375596592m/6186357.jpg,https://images.gr-assets.com/books/1375596592s/6186357.jpg
